participant_id,session_name,frame_idx,rmsd,noseTip_raw_x,noseTip_raw_y,noseTip_raw_z,noseTip_baseline_x,noseTip_baseline_y,noseTip_baseline_z,noseTip_transformed_x,noseTip_transformed_y,noseTip_transformed_z,noseBottom_raw_x,noseBottom_raw_y,noseBottom_raw_z,noseBottom_baseline_x,noseBottom_baseline_y,noseBottom_baseline_z,noseBottom_transformed_x,noseBottom_transformed_y,noseBottom_transformed_z,noseRightCorner_raw_x,noseRightCorner_raw_y,noseRightCorner_raw_z,noseRightCorner_baseline_x,noseRightCorner_baseline_y,noseRightCorner_baseline_z,noseRightCorner_transformed_x,noseRightCorner_transformed_y,noseRightCorner_transformed_z,noseLeftCorner_raw_x,noseLeftCorner_raw_y,noseLeftCorner_raw_z,noseLeftCorner_baseline_x,noseLeftCorner_baseline_y,noseLeftCorner_baseline_z,noseLeftCorner_transformed_x,noseLeftCorner_transformed_y,noseLeftCorner_transformed_z,rightCheek_raw_x,rightCheek_raw_y,rightCheek_raw_z,rightCheek_baseline_x,rightCheek_baseline_y,rightCheek_baseline_z,rightCheek_transformed_x,rightCheek_transformed_y,rightCheek_transformed_z,leftCheek_raw_x,leftCheek_raw_y,leftCheek_raw_z,leftCheek_baseline_x,leftCheek_baseline_y,leftCheek_baseline_z,leftCheek_transformed_x,leftCheek_transformed_y,leftCheek_transformed_z,time_segment,target_session
e1,e1-baseline,0,1.5114535645243867e-14,257.9144096374512,357.5051498413086,-89.88676256990162,257.9144096374512,357.5051498413086,-89.88676256990162,257.9144096374511,357.5051498413086,-89.8867625699016,257.9228210449219,365.69034576416016,-45.037545611535926,257.9228210449219,365.69034576416016,-45.037545611535926,257.9228210449218,365.69034576416016,-45.03754561153592,246.35762214660645,364.7084426879883,-23.688980732298905,246.35762214660645,364.7084426879883,-23.688980732298905,246.35762214660645,364.7084426879883,-23.68898073229891,268.5678005218506,362.3011016845703,-21.549052005792607,268.5678005218506,362.3011016845703,-21.549052005792607,268.56780052185053,362.3011016845703,-21.54905200579261,228.09564113616943,361.42276763916016,-4.2399829466014545,228.09564113616943,361.42276763916016,-4.2399829466014545,228.09564113616946,361.42276763916016,-4.239982946601463,285.761833190918,355.81539154052734,1.9659678104639238,285.761833190918,355.81539154052734,1.9659678104639238,285.76183319091797,355.81539154052734,1.9659678104639118,0,e1-baseline
e1,e1-baseline,1,6.306789954190505,261.9227886199951,370.0108337402344,-124.02261563367513,259.91859912872314,363.7579917907715,-106.95468910178838,258.6797047445574,363.9033299320008,-119.00872393260556,261.9445323944092,377.4958801269531,-60.016593793138156,259.9336767196655,371.59311294555664,-52.527069702337045,259.62866193044033,371.68217207964375,-55.04477846990151,249.92892265319824,376.83555603027344,-32.74510883915129,248.14327239990234,370.77199935913086,-28.2170447857251,248.13789998185612,370.7695470620171,-27.555247692177353,272.2012424468994,372.94044494628906,-26.137616913762226,270.384521484375,367.6207733154297,-23.843334459777417,270.6387689083878,367.60986092212016,-21.341203120247023,231.1931133270264,374.4322967529297,-8.886108596003599,229.6443772315979,367.9275321960449,-6.5630457713025265,229.9244903718997,367.8869908482964,-3.347383703010191,289.1286563873291,364.7099304199219,9.323411091550685,287.44524478912354,360.2626609802246,5.644689451007305,288.4601658162461,360.0821697430801,13.836842548018403,0,e1-baseline
e1,e1-baseline,2,3.8740135506795603,258.1738471984863,365.9346008300781,-90.61747462122307,259.33701515197754,364.48352813720703,-101.50895094159993,259.62548186251615,364.4124981592884,-93.98711902274343,258.34954261779785,373.984260559082,-44.837463496334585,259.40563201904297,372.3901621500651,-49.96386763366956,259.34069744062447,372.3800470091193,-48.19329441301431,246.212739944458,373.8364791870117,-24.247510908416157,247.4997615814209,371.7934926350911,-26.89386682662212,247.104383554967,371.863366315038,-27.668294301192645,269.19078826904297,369.6895599365234,-20.47842319620128,269.98661041259766,368.31036885579425,-22.721697371918705,270.16694782987804,368.33817994699075,-23.784371491000066,227.8872299194336,371.7981719970703,-6.267107064917808,229.05866146087646,369.2177454630534,-6.464399535840954,228.74708379385447,369.29275472858785,-9.788824571768536,286.30614280700684,361.5152740478516,4.29238027396156,287.06554412841797,360.6801986694336,5.19391972532539,287.36863027249353,360.5886497516206,1.0630412153931372,0,e1-baseline
e1,e1-baseline,3,3.0637181277246914,257.9538631439209,366.27742767333984,-89.9481030847254,258.9912271499634,364.93200302124023,-98.6187389773813,259.7964101680519,364.6906480126302,-93.02615838678686,258.1804847717285,373.8572311401367,-43.71762499392722,259.09934520721436,372.756929397583,-48.40230697373397,259.31332743344194,372.88772657986584,-46.90310106731472,246.527910232544,372.5505828857422,-22.65066337070753,247.25679874420166,371.9827651977539,-25.833065962643474,247.31080921738166,371.93021121359925,-26.014601459093008,268.6482238769531,369.372673034668,-20.384611831318445,269.6520137786865,368.5759449005127,-22.13742598676864,269.37189104170005,368.65629075945657,-23.34392927246529,227.91518211364743,369.6284866333008,-3.5682638894732257,228.7727916240692,369.32043075561523,-5.740365624249022,228.37198100929794,369.37069949722155,-7.202904290141869,286.1527633666992,361.3941192626953,2.9673165001194786,286.8373489379883,360.858678817749,4.637268919023912,286.4451065722497,360.8911760276806,0.39605987004921905,0,e1-baseline
e1,e1-baseline,4,3.0950558261782644,256.0678482055664,344.12464141845703,-91.49059452028136,258.406551361084,360.7705307006836,-97.19311008596131,259.41271810897246,360.78188402719206,-91.2841096894139,256.2322998046875,353.6357116699219,-48.267171212315326,258.525936126709,368.9326858520508,-48.37527982145024,258.717305217286,368.63426164080596,-47.73404205640482,244.68435287475583,353.7751007080078,-26.164893215249542,246.7423095703125,368.3412322998047,-25.899431413164688,246.56088851730482,368.3933490266101,-25.961382724371575,267.36165046691895,351.7772674560547,-24.61736597586736,269.193941116333,365.2162094116211,-22.633413984588383,269.091273230386,365.44158880050594,-23.88415365878588,226.89705848693848,351.1294937133789,-6.511245957392087,228.39764499664307,365.68224334716797,-5.894541690877635,228.1343876856139,365.7115668361458,-6.910791134402583,284.9894428253174,345.6948471069336,-1.8196389567197968,286.4677677154541,357.82591247558594,3.3458873438751704,285.81757812697253,357.8061637556543,-0.8754103887883069,0,e1-baseline
e1,e1-baseline,5,2.9613556404339003,256.0871887207031,345.6968688964844,-91.53713341533168,258.0411071777344,358.40887451171875,-97.52318425504734,259.15297824895976,358.4000900424616,-92.15767854799651,256.2574768066406,354.82532501220703,-47.616309833292576,258.19286727905273,366.75968170166016,-48.891032665801575,258.462795866019,366.60339254088484,-48.0597655632403,244.82391357421875,354.5071792602539,-25.365509780937398,246.43556785583496,366.3009796142578,-26.234737222892385,246.42829212222017,366.2389258808776,-26.128883876144375,267.2504711151123,352.38407135009766,-24.22535402220143,268.93047523498535,363.23280334472656,-23.168674387870148,268.72570060724684,363.2801684932697,-24.4468151913129,226.82501792907715,351.87843322753906,-5.538054502890179,228.1435203552246,363.77337646484375,-6.15415600213538,227.81795967134698,363.8543976611718,-6.842409750748189,284.79878425598145,346.20140075683594,-1.8444082881607449,286.2751579284668,355.90311431884766,2.5838121241502368,285.43096931550605,356.0018553373894,-1.7524194801543302,0,e1-baseline
e1,e1-baseline,6,0.9183065711387068,256.15696907043457,346.7615509033203,-90.19827973682594,256.88794326782227,353.75901794433594,-90.7583170756775,257.43756831746134,353.92590784644983,-89.544660977304,256.34053230285645,355.8190155029297,-47.51534326781816,257.0720672607422,362.42430877685547,-46.39078256073758,257.26841450764664,362.1942987573951,-46.70181414398479,245.1394557952881,355.7614517211914,-25.452871868633228,245.47767448425293,362.0861587524414,-24.77628982878877,245.76492152177707,362.03240888308716,-24.796026928048782,266.9509792327881,353.57601165771484,-24.331549951145266,267.8804225921631,359.3599166870117,-22.807460995346755,267.49350035924925,359.2463008965187,-23.42397380617907,227.2720241546631,353.1798553466797,-4.968040465673424,227.35930252075195,359.52288818359375,-5.370542376069345,227.55327310516319,359.55428921362443,-4.603630940091965,284.4209575653076,347.95780181884766,-1.681010604999015,285.3336181640625,352.5526885986328,0.3829277848402963,284.49335047849746,352.75177334579604,-0.6503582561710708,0,e1-baseline
e1,e1-baseline,7,9.994366745975656,258.97247314453125,354.78981018066406,-129.04760816911292,257.04766845703125,351.5300598144531,-98.44434378525546,256.9926331774861,351.0266114592908,-117.88426084183905,259.0152168273926,363.8253402709961,-66.88362197338215,257.20520210266113,360.3925247192383,-50.80001425614709,257.2854486442845,360.3790662377818,-55.76784063351237,247.67895698547363,362.9074478149414,-35.48920779828351,245.77091789245605,359.90035247802734,-27.02462920676224,245.94680426364692,359.8963891358406,-24.36458090483582,269.7597026824951,361.4033889770508,-33.96657719553257,267.9942054748535,357.7026824951172,-25.505091795213012,267.98572798857913,357.8689351734837,-22.84300312044627,229.4097089767456,359.7019577026367,-7.313433132900884,227.66379833221436,357.10364532470703,-5.579807589665959,227.62041824622796,357.27715066091696,3.834674989796296,287.2914791107178,355.2785873413086,-2.4403073946453966,285.5306854248047,351.3053512573242,-0.9636097488810951,285.3814453637965,351.48646342155354,8.707514128912388,0,e1-baseline
e1,e1-baseline,8,2.4780215430444077,255.84686279296875,353.39820861816406,-91.78561194753735,256.6262683868408,348.95421600341797,-98.81184555781785,256.3578840311154,349.06867280934983,-94.05619735148503,256.02190017700195,362.50431060791016,-48.22136101239229,256.7734851837158,358.12194061279297,-51.7007614598401,256.6813734458062,358.25231637414214,-50.50907647596464,244.62175369262687,362.0425796508789,-26.232865181042158,245.38968658447266,357.7987518310547,-27.741069568829165,245.37623208864215,357.78469080556124,-28.471708450509748,266.9850540161133,360.0098419189453,-24.4013957044081,267.66157150268555,355.83011627197266,-26.308448569830944,267.75489708677935,355.84295752006386,-26.731441448508736,226.4665031433105,359.2062759399414,-6.894088632918683,227.37406253814697,355.01920318603516,-6.244972538355052,227.31422758308884,354.91132852001397,-9.051260411271691,284.68631744384766,353.6845016479492,-1.4378455086498103,285.2373962402344,349.763427734375,-1.8446421506349526,285.5778562006643,349.6276896105174,-3.8320557075681947,0,e1-baseline
e1,e1-baseline,9,2.742186941117584,258.92626762390137,355.46199798583984,-90.78590729493521,257.1979522705078,351.22168731689453,-98.67090811274862,258.1452183108179,351.4004326010582,-93.49388667524413,259.28661346435547,364.5042037963867,-47.96511732273626,257.3843479156494,360.29563903808594,-51.64035068192429,257.6036379013232,360.2820540859257,-50.64140857481467,248.0925750732422,364.0519332885742,-24.994031414965978,246.07133102416992,359.85411834716797,-27.506897208772454,245.94032254149366,359.718545778034,-27.907483152657218,270.2384376525879,362.0431518554688,-25.439382876019906,268.23692893981934,357.88329315185547,-26.472851949861457,268.09519256138213,357.76035927046195,-27.904296222044497,229.9581384658813,361.7083740234375,-2.9676304245828082,227.98627853393555,357.1349792480469,-5.536249431793195,227.36185869555413,357.25200063837224,-6.267953631803918,288.1885528564453,356.1571502685547,-3.7136422271123983,285.87721824645996,351.8558883666992,-2.2234428047134727,285.60782691997105,351.83221309489767,-5.835671933249045,0,e1-baseline
